2015-11-25	69	50	22	9	37	1.1	52
2015-11-26	55	38	60	11	37	0.9	56
2015-11-27	264	214	245	36	93	2.9	15
2015-11-28	308	258	254	44	102	4	13
2015-11-29	302	252	0	38	108	4.9	21
2015-11-30	450	343	550	24	124	6	11
2015-12-01	476	464	454	35	133	7.9	9
2015-12-02	24	7	22	3	16	0.3	47
2015-12-03	33	10	33	5	16	0.4	47
2015-12-04	54	31	58	12	43	0.9	46
2015-12-05	77	49	85	17	61	1.4	40
2015-12-06	175	132	162	32	88	2.8	11
2015-12-07	230	180	199	36	93	3.5	9
2015-12-08	295	245	246	20	92	4.3	7
2015-12-09	294	244	10	32	94	3.6	9
2015-12-10	127	96	47	15	52	1.8	55
2015-12-11	75	48	86	15	60	1.4	35
2015-12-12	172	130	174	23	86	2.8	12
2015-12-13	229	179	219	39	98	3.9	12
2015-12-14	207	157	27	16	75	2.7	44
2015-12-15	28	7	13	3	16	0.4	56
2015-12-16	23	8	14	4	18	0.5	45
2015-12-17	84	62	91	18	62	1.6	26
2015-12-18	80	58	85	18	64	1.8	35
2015-12-19	168	127	155	29	87	3	12
2015-12-20	249	199	194	27	101	3.6	10
2015-12-21	280	230	284	23	104	4.1	12
2015-12-22	347	297	427	29	103	5.3	10
2015-12-23	305	255	298	21	104	4.7	32
2015-12-24	209	159	275	18	80	2.7	40
2015-12-25	485	477	510	12	141	7.3	13
2015-12-26	315	265	381	9	102	4.9	10
2015-12-27	75	49	100	13	53	1.2	24
2015-12-28	149	114	175	23	79	2.3	16
2015-12-29	329	279	338	34	119	4.4	9
2015-12-30	104	78	39	11	54	1.5	56
2015-12-31	90	66	128	16	72	1.8	25
2016-01-01	226	176	199	33	106	3.4	12
2016-01-02	316	266	299	35	124	4.6	16
2016-01-03	297	247	296	20	83	3.5	22
2016-01-04	53	37	23	6	33	0.9	59
2016-01-05	63	34	76	11	38	0.9	50
2016-01-06	44	25	40	10	35	0.9	54
2016-01-07	35	13	22	6	28	0.6	54
2016-01-08	54	35	55	13	43	0.9	51
2016-01-09	102	76	102	23	74	1.9	26
2016-01-10	69	46	61	20	55	1.5	35
2016-01-11	32	11	22	6	25	0.6	59
2016-01-12	38	14	27	8	30	0.7	55
2016-01-13	62	26	48	14	49	1	47
2016-01-14	98	73	98	27	73	1.9	40
2016-01-15	132	100	127	33	84	2.6	25
2016-01-16	162	123	137	44	71	2.5	15
2016-01-17	53	37	25	9	29	0.8	68
2016-01-18	45	10	45	4	18	0.5	62
2016-01-19	84	62	90	23	62	1.7	39
2016-01-20	153	117	141	56	78	3.4	11
2016-01-21	173	131	130	28	68	2.7	12
2016-01-22	33	13	33	4	16	0.6	65
2016-01-23	47	9	47	4	12	0.6	63
2016-01-24	47	13	47	6	24	0.6	60
2016-01-25	54	28	48	17	43	0.8	50
2016-01-26	56	35	62	18	37	0.8	58
2016-01-27	129	98	112	38	79	2.2	27
2016-01-28	159	121	139	44	80	2.3	37
2016-01-29	84	62	80	36	55	1.8	28
2016-01-30	69	50	65	21	48	1.3	40
2016-01-31	38	18	26	10	30	0.6	66
2016-02-01	40	13	24	9	32	0.6	68
2016-02-02	62	29	40	16	49	0.9	55
2016-02-03	69	35	48	19	55	1.2	43
2016-02-04	36	13	24	8	23	0.5	71
2016-02-05	38	10	32	6	16	0.4	76
2016-02-06	45	31	45	14	36	0.8	70
2016-02-07	69	50	85	23	38	0.9	74
2016-02-08	238	188	263	53	37	1	74
2016-02-09	60	43	53	20	41	1.1	82
2016-02-10	128	97	115	50	65	2.5	50
2016-02-11	202	152	168	42	68	3	26
2016-02-12	192	144	100	18	54	2.2	41
2016-02-13	34	9	14	5	12	0.3	68
2016-02-14	36	7	16	3	11	0.4	72
2016-02-15	46	7	46	4	14	0.3	71
2016-02-16	38	8	36	5	18	0.3	76
2016-02-17	64	46	44	16	48	1.1	73
2016-02-18	42	14	32	5	22	0.4	83
2016-02-19	40	15	33	5	26	0.5	79
2016-02-20	40	16	24	6	22	0.5	79
2016-02-21	108	81	107	26	57	1.5	55
2016-02-22	92	68	74	16	40	1.1	80
2016-02-23	41	11	18	5	17	0.4	81
2016-02-24	49	26	49	9	35	0.7	70
2016-02-25	45	25	44	10	36	0.7	61
2016-02-26	55	36	60	14	40	0.8	69
2016-02-27	45	22	35	9	36	0.6	71
2016-02-28	48	31	48	7	33	0.8	79
2016-02-29	53	35	47	12	42	0.7	70
2016-03-01	158	120	136	30	85	1.9	50
2016-03-02	212	162	190	32	110	2.5	62
2016-03-03	333	283	283	46	119	3.5	50
2016-03-04	365	315	414	47	113	4.3	22
2016-03-05	170	58	290	3	23	0.4	78
2016-03-06	116	73	182	28	68	1.6	41
2016-03-07	70	34	89	10	33	0.9	84
2016-03-08	39	10	25	3	16	0.4	77
2016-03-09	37	10	26	4	16	0.4	73
2016-03-10	49	11	49	4	18	0.4	75
2016-03-11	51	24	52	8	36	0.6	76
2016-03-12	144	110	138	40	82	1.8	44
2016-03-13	48	30	48	9	32	0.6	92
2016-03-14	103	77	118	21	64	1.3	72
2016-03-15	190	143	198	47	79	1.6	56
2016-03-16	300	250	261	38	89	2.2	120
2016-03-17	338	288	298	31	103	2.3	106
2016-03-18	227	177	55	12	64	1.4	112
2016-03-19	88	65	113	17	44	1	76
2016-03-20	89	66	113	10	62	1	86
2016-03-21	163	124	179	21	80	1.2	116
2016-03-22	138	105	207	25	75	1.4	68
2016-03-23	43	16	37	4	26	0.5	85
2016-03-24	44	13	24	3	31	0.4	87
2016-03-25	48	17	38	4	38	0.5	89
2016-03-26	45	12	29	4	27	0.4	90
2016-03-27	47	17	47	4	35	0.4	92
2016-03-28	123	70	195	16	66	0.8	77
2016-03-29	62	19	74	5	33	0.4	96
2016-03-30	63	30	76	9	42	0.6	93
2016-03-31	199	149	239	33	73	1.4	118
2016-04-01	93	35	135	6	26	0.4	95
2016-04-02	43	9	28	3	16	0.2	86
2016-04-03	52	20	54	3	26	0.3	93
2016-04-04	103	77	114	12	48	0.6	121
2016-04-05	148	113	146	19	52	1	142
2016-04-06	192	144	182	30	71	2	96
2016-04-07	108	81	112	4	43	1	90
2016-04-08	71	25	92	5	32	0.4	97
2016-04-09	148	73	245	11	55	0.7	95
2016-04-10	121	54	192	13	43	0.8	95
2016-04-11	77	41	103	9	42	0.6	89
2016-04-12	105	79	104	6	58	0.8	76
2016-04-13	158	120	134	7	64	1	104
2016-04-14	76	32	101	4	28	0.3	108
2016-04-15	80	59	107	16	58	1	91
2016-04-17	46	16	35	2	16	0.3	91
2016-04-18	50	19	39	3	25	0.3	100
2016-04-19	98	73	104	20	65	1.3	64
2016-04-20	92	68	102	8	44	0.9	121
2016-04-21	127	96	165	7	58	0.9	124
2016-04-22	74	33	97	2	23	0.3	108
2016-04-23	54	23	58	4	30	0.3	97
2016-04-24	113	85	149	22	53	0.9	152
2016-04-25	119	90	141	14	34	0.7	172
2016-04-26	95	71	124	26	44	1.4	141
2016-04-27	120	91	134	9	62	1.1	115
2016-04-28	122	81	100	7	49	1	184
2016-04-29	168	127	160	17	65	1.4	185
2016-04-30	209	159	168	10	58	1.4	232
2016-05-01	234	184	166	26	43	2.3	236
2016-05-02	82	50	103	2	20	0.5	138
2016-05-03	60	23	70	2	29	0.4	101
2016-05-04	68	29	59	4	49	0.5	121
2016-05-05	102	62	153	14	43	0.9	129
2016-05-06	116	57	182	2	13	0.2	100
2016-05-07	74	23	55	3	29	0.3	128
2016-05-08	97	60	103	15	44	0.7	156
2016-05-09	64	36	64	4	39	0.5	116
2016-05-10	100	43	76	4	36	0.5	160
2016-05-11	200	150	166	12	36	1.1	177
2016-05-12	62	34	45	3	28	0.5	114
2016-05-13	73	32	60	6	43	0.6	127
2016-05-14	58	41	33	3	35	0.5	84
2016-05-15	49	34	33	2	36	0.5	87
2016-05-16	75	24	59	3	43	0.5	129
2016-05-17	162	58	104	11	52	0.6	227
2016-05-18	134	61	101	9	35	0.5	197
2016-05-19	184	86	118	15	38	0.8	249
2016-05-20	171	88	110	20	49	1.1	236
2016-05-21	150	68	83	18	47	0.8	215
2016-05-22	142	49	87	8	51	0.7	206
2016-05-23	95	61	106	14	45	0.9	153
2016-05-24	75	19	44	3	28	0.4	129
2016-05-25	66	13	31	3	25	0.3	119
2016-05-26	63	22	61	2	31	0.3	115
2016-05-27	122	48	104	12	50	0.6	184
2016-05-28	138	48	87	10	38	0.7	201
2016-05-29	95	33	76	5	30	0.5	153
2016-05-30	204	82	147	16	51	1.1	283
2016-05-31	138	45	115	11	36	0.8	201
2016-06-01	108	37	73	6	42	0.7	168
2016-06-02	156	53	88	9	51	0.8	221
2016-06-03	160	82	125	21	61	1.2	225
2016-06-04	179	87	127	16	38	0.9	244
2016-06-05	161	71	98	14	38	0.9	226
2016-06-06	189	87	119	7	32	0.9	254
2016-06-07	127	60	0	2	25	0.8	189
2016-06-08	170	129	129	3	36	1.2	223
2016-06-09	153	106	140	7	33	1	218
2016-06-10	123	52	32	2	20	0.6	185
2016-06-11	64	12	30	2	25	0.4	116
2016-06-12	146	71	100	7	33	1	210
2016-06-13	96	47	0	2	28	0.6	155
2016-06-14	50	35	44	2	26	0.6	95
2016-06-15	92	19	40	2	30	0.5	150
2016-06-16	90	26	59	2	47	0.6	148
2016-06-17	59	24	56	2	47	0.6	103
2016-06-18	145	42	72	4	44	0.7	209
2016-06-19	149	65	98	5	39	0.8	213
2016-06-20	166	85	101	5	28	1	231
2016-06-21	175	85	89	2	30	0.9	240
2016-06-22	150	56	85	2	32	0.7	214
2016-06-23	117	76	102	6	38	1.1	178
2016-06-24	70	13	30	2	30	0.6	123
2016-06-25	59	18	38	2	32	0.4	110
2016-06-26	140	41	77	5	42	0.5	203
2016-06-27	98	60	88	7	39	0.7	157
2016-06-28	98	73	0	2	32	0.7	118
2016-06-29	145	111	0	2	33	0.9	166
2016-06-30	130	60	57	2	33	0.7	192
2016-07-01	82	14	32	2	25	0.4	138
2016-07-02	119	47	71	3	38	0.7	180
2016-07-03	137	83	108	8	43	1	200
2016-07-04	173	131	110	5	32	1.2	216
2016-07-05	161	96	104	5	30	1	226
2016-07-06	155	74	106	5	35	0.9	220
2016-07-07	177	110	125	8	33	1.2	242
2016-07-08	146	91	104	5	34	1.2	210
2016-07-09	143	83	93	4	32	0.8	207
2016-07-10	137	91	86	4	28	0.8	200
2016-07-11	129	86	98	7	29	0.7	191
2016-07-12	52	29	54	4	29	0.6	94
2016-07-13	112	20	43	3	32	0.5	173
2016-07-14	80	35	0	4	42	0.8	135
2016-07-15	52	36	40	2	30	0.7	77
2016-07-16	54	38	53	3	40	0.8	82
2016-07-17	154	79	97	3	42	1.1	219
2016-07-18	139	106	130	4	52	1.3	137
2016-07-19	133	101	0	2	44	1.3	53
2016-07-20	48	33	7	2	18	0.7	57
2016-07-21	40	28	39	2	27	0.8	53
2016-07-22	100	75	81	2	32	1.1	154
2016-07-23	158	120	174	2	34	1.2	180
2016-07-24	131	73	118	3	34	0.9	194
2016-07-25	57	40	38	3	29	0.8	108
2016-07-26	93	21	48	3	24	0.6	151
2016-07-27	168	47	0	2	35	0.7	233
2016-07-28	128	50	81	2	31	0.7	190
2016-07-29	158	120	139	2	30	1.3	217
2016-07-30	170	129	48	2	32	1.6	87
2016-07-31	77	56	82	2	32	1	102
2016-08-01	109	71	100	3	30	1.3	169
2016-08-02	96	49	58	2	31	1	155
2016-08-03	153	59	80	3	35	1	218
